clientid,income,age,loan,default
1280,46668.62847,57.8349421,1833.48585,0
1299,27407.0562,26.15943832,2949.931674,0
566,63776.77079,43.81065864,6697.971583,0
577,39045.49716,27.43322056,1165.492158,0
218,65077.32203,50.97913471,11061.81189,0
977,45214.10922,18.2999804,1779.727735,0
672,40376.16358,38.92128904,3901.937984,0
1829,41692.60518,62.12124981,1708.712503,0
1219,35145.10019,47.79338272,510.7399689,0
371,57565.19996,37.73785449,5353.561654,0
774,55932.39657,44.39262234,4876.366909,0
1442,66236.92716,35.91910784,2756.9723,0
1183,33489.03986,25.97104402,3581.655047,0
1805,40262.59764,51.79885818,6535.85195,0
1364,32866.57824,44.88061703,6037.007733,0
537,51121.65687,58.52718075,6471.628202,0
276,62288.53961,25.60217264,10657.10612,1
1215,26867.10826,32.62229962,1730.151907,0
1342,50167.67175,42.04748763,5592.651807,0
1527,46319.4168,45.14678836,1523.072058,0
526,57504.07174,55.71713443,8107.267645,0
1625,40918.5703,37.18584542,3813.699268,0
1584,29338.25645,25.69012912,5120.406797,1
635,41004.26236,55.84909201,1016.141008,0
953,66809.17325,31.05454812,1316.187128,0
1410,63830.74744,35.1387838,5271.626982,0
232,37164.52158,47.29545476,1445.802189,0
21,23000.784,31.76135417,1148.118057,0
768,67520.7596,45.41562414,13041.77945,0
949,56946.64594,55.40901375,11175.84107,0
544,55476.65698,52.0892028,4733.50583,0
1016,23694.77887,22.86428448,764.29719,0
418,24349.00295,53.75252283,3890.47105,0
964,67687.18308,20.8043048,10506.32803,1
465,44268.89401,27.93317102,6043.143106,1
1040,52981.5086,18.30621644,3759.937234,0
1539,53451.93154,49.65761603,10529.72349,0
207,66356.85674,61.52484883,10725.48473,0
850,43205.63175,23.12587725,4835.274657,0
1099,41435.15375,34.92571649,3702.171428,0
166,55603.7868,43.83947279,1411.13008,0
741,63661.38333,25.59552438,6095.308749,0
1560,68657.7893,35.76410817,2427.949887,0
726,39033.03271,59.67702219,5757.890479,0
955,20629.3473,28.30686155,3310.410118,1
345,61799.08496,56.95796104,5619.217604,0
1006,30272.20362,19.13244649,1440.072549,0
201,54619.9472,52.42442217,10780.27188,0
80,58074.84013,50.07492427,7388.02444,0
1325,42146.93762,23.72052181,7367.258247,1
790,21481.80379,19.95945231,1137.657891,0
184,27793.26672,60.51690847,382.2489041,0
1716,57261.15139,40.23255914,2527.755923,0
215,39264.4835,37.02775284,5255.788283,0
1889,32400.54496,61.67923932,3591.797505,0
1877,61679.95316,24.1914258,3060.030168,0
1644,50117.85704,32.82728384,3599.068821,0
81,57814.10634,43.8309231,7252.120004,0
581,66653.27093,19.88705308,5180.71186,0
287,50730.73339,41.97006679,1879.059662,0
798,38073.4069,32.21450809,2284.005677,0
452,68460.68003,35.77560039,949.9566247,0
1597,21144.16215,58.39219715,987.7941458,0
1722,68114.07098,47.19519398,4325.099268,0
654,54625.50698,31.69645567,8619.745177,1
1172,30037.20313,38.68492023,1247.012791,0
195,31769.24772,44.77438059,1148.221436,0
1830,23516.7277,27.36269519,559.9053229,0
1471,38357.51752,25.54630783,2548.413916,0
1239,33184.19598,60.37477159,4580.097831,0
1102,34635.74475,18.9473467,4859.235287,1
1000,62165.86119,19.6025431,4739.948954,0
1620,33159.21728,42.34317793,2135.532137,0
1988,49640.0047,20.54240863,5760.858734,0
256,20358.66502,53.61518031,1064.686918,0
308,61878.34655,33.00635954,567.6687734,0
512,35919.80732,27.30412443,1227.109484,0
1917,23102.21779,35.76168337,1779.574528,0
1951,66034.7543,60.7262946,3913.782124,0
1446,53593.1132,62.88581,1428.189214,0
569,56110.93994,62.82941483,9351.006131,0
548,20715.53563,27.53032143,369.5277394,0
1999,43756.0566,63.97179584,1622.722598,0
585,37142.73889,50.30304299,161.2375511,0
1581,29775.14222,21.03497172,3327.236235,0
1669,64715.99897,60.93941035,11173.80845,0
1385,23985.07542,24.4328115,2284.209129,0
126,36116.36509,22.53588419,1494.984568,0
802,60113.34254,40.77430558,8253.384569,0
174,36186.84807,50.50675221,1130.735265,0
92,30673.8375,59.33383708,383.1075694,0
1894,49292.30314,20.62232701,967.1345882,0
42,58787.45524,62.64130285,4167.786724,0
730,43538.85612,46.32941211,8523.901116,0
433,47846.9459,24.41835729,3713.262688,0
960,51555.74026,57.26359177,9217.688669,0
1763,61632.28271,34.43080878,3028.591328,0
323,63108.70739,43.19394153,5757.848995,0
1117,25026.50564,62.90692234,3845.741849,0
809,27427.78945,59.70451918,719.9466646,0
1642,57413.57224,43.9119505,9421.298413,0
1510,34102.7912,42.05373123,1269.254575,0
1594,37261.44712,23.71839249,2075.519822,0
978,58465.0497,20.12688854,11417.06009,1
1066,54217.23678,26.62937737,8836.775689,1
1523,36132.32759,18.71333256,3009.39734,0
100,43439.98873,24.17947032,6879.306007,1
1906,64072.31322,61.15839923,2426.008622,0
1307,31112.05942,49.61600423,424.3521316,0
472,25342.25068,40.36114009,871.5300911,0
1190,38852.93302,27.05029416,7513.182864,1
643,25098.65283,51.64706285,2611.848092,0
702,61419.67284,30.65182339,9921.672387,1
1292,69181.66406,39.23658259,1173.740942,0
1374,31396.86601,34.99668137,3719.230135,0
614,49352.27422,57.54215563,3362.774486,0
625,50258.55302,22.54284077,1086.246165,0
1801,43265.90032,44.74331012,6194.07205,0
108,63391.61597,34.73926766,190.8892748,0
1044,46288.75641,23.59003818,6053.791581,1
149,45148.88572,60.52500645,6455.391772,0
1056,26046.38417,54.62546358,4669.457353,0
951,31473.45878,27.99340911,797.3459721,0
1856,24822.06984,29.02037885,2361.166802,0
1439,58038.92625,54.00212561,538.2305227,0
1769,64398.14616,35.5975403,1674.905633,0
1983,50738.36219,45.99319907,9719.562798,0
1412,25285.26113,19.81954403,1027.577792,0
150,58481.01216,40.83291823,5380.560596,0
1559,65697.59284,36.28615968,5644.653159,0
1609,61344.53221,20.17553224,7172.654332,0
1588,52216.8158,23.637136,6803.333393,1
511,22169.72922,36.97071669,947.1996384,0
439,50878.95904,44.96512582,3257.012629,0
727,32420.81815,32.36179216,1494.212974,0
652,60480.9758,53.42868783,3216.094541,0
1714,53236.993,57.93261219,703.6021978,0
1455,66688.91312,48.08527027,9690.308798,0
210,58906.25169,42.04934198,9290.575345,0
1268,24426.02987,34.69642326,823.835162,0
285,56326.08667,40.40545522,4816.776074,0
1046,25631.43473,47.63557696,4778.700543,0
999,36192.14945,21.40240262,7236.17393,1
592,25296.15423,44.35608995,1320.462443,0
678,42236.45609,24.6867331,4749.068675,0
1436,61836.73562,29.54548658,10971.97464,1
1234,68398.28748,36.99394877,8106.859293,0
732,34395.22922,25.54822433,2089.7325,0
115,41302.67418,38.66061858,1379.913124,0
1020,42761.49268,45.04937391,610.6578471,0
1899,61414.80126,56.88918916,9743.609259,0
618,33338.94399,46.59851354,2929.851424,0
1503,43064.64735,43.9394257,787.0471897,0
722,22076.948,56.99543936,3948.143344,0
322,20145.9886,21.28278372,839.8390632,0
1497,39217.90992,30.10142049,864.6240529,0
1686,59673.17045,57.28667146,7533.679839,0
212,40141.60354,56.15141838,845.3663713,0
782,27973.82656,49.67421964,403.4021354,0
943,29178.97759,63.93073469,1664.386062,0
1662,44037.24398,58.44050724,5269.518403,0
136,59132.68516,48.34499296,4575.527635,0
759,58810.97173,22.10938059,9099.724338,1
1501,49335.75726,43.62837513,2549.620474,0
598,53784.04957,24.39355435,2761.85138,0
1381,34192.16052,27.9972893,5233.663228,1
394,65574.09334,23.51304252,3031.246326,0
1271,22680.31843,55.09158789,1743.774685,0
1569,46583.1996,32.70437491,6241.270508,1
1903,69852.05872,62.20231314,9246.265058,0
489,48685.04202,32.53325603,9698.582169,1
1720,36598.34047,41.96212964,6849.29481,0
1200,26267.52942,34.49638622,59.46916335,0
1641,38387.32228,30.0760336,6453.507839,1
284,54974.4555,61.98420323,8922.199717,0
252,34796.00356,58.48789988,443.6665381,0
1915,68110.23995,32.17157472,11029.66771,1
1236,68412.60985,28.15512845,551.8430811,0
1529,31135.60771,19.00967065,2457.91369,0
1392,31060.60626,53.27721306,3729.97465,0
1379,69755.32016,44.54368228,13766.05124,0
1992,26300.44655,45.53938522,2317.393678,0
310,33388.58334,62.00167495,4551.876889,0
1998,44311.44926,28.0171669,5522.786693,1
1009,20491.56433,35.13483691,1579.168249,0
811,41702.60077,41.94405372,6105.727929,0
882,36446.72414,40.61685061,2927.675444,0
692,25244.7267,53.3790106,1278.999504,0
254,25259.40163,39.73976626,4341.008082,0
1738,45045.43165,58.62369495,8489.405985,0
1504,41226.13468,49.1241523,2155.660059,0
902,66801.19751,19.13513823,288.6467693,0
1224,22832.32393,32.5164225,3318.407787,1
580,58797.76286,53.40343367,8892.963303,0
1029,39970.21125,40.36811516,7867.616836,0
550,33751.20531,25.30187719,6494.184336,1
1595,58775.40389,45.6972166,5673.599822,0
1433,60912.79896,60.68736389,3870.333893,0
1871,49501.90592,50.78811185,2226.81958,0
1072,30572.44686,48.65184248,1847.09425,0
1431,66558.93437,48.51616071,3090.992455,0
1541,39573.34144,29.13702618,5785.884275,1
606,33583.89108,62.13075546,1251.867366,0
1285,48058.87138,47.74535288,6527.990222,0
1779,36019.8172,42.84566569,2987.962123,0
1181,30939.39338,47.8934448,6115.822333,0
992,49264.58489,58.11954711,3051.574267,0
1300,64395.29807,63.17131965,10054.63464,0
445,55306.91435,20.14031182,5272.535014,0
1737,66370.69351,38.40550487,5906.034309,0
971,52603.87864,43.89546653,2043.089553,0
1742,45139.48639,19.61720917,1743.691464,0
1363,23450.87213,34.40636966,1419.805523,0
123,22766.7745,29.32590147,1429.401762,0
1401,44222.2622,55.86147245,7443.486707,0
1616,21194.61617,25.91319002,1102.848094,0
513,61987.68527,27.63108779,2618.243037,0
1756,62114.85602,30.74947746,12115.89231,1
225,32434.70251,41.35317101,2738.440496,0
1694,32771.12541,58.93258487,1853.68197,0
1952,51650.27137,40.1050569,3743.003437,0
1530,65603.81676,19.02164232,11775.35458,1
1632,50307.94468,51.91293237,7207.941173,0
1030,55176.1396,49.4559101,7822.936091,0
1047,58977.99765,30.33098269,9442.01161,1
337,47288.42667,62.42846686,4004.988852,0
1798,25003.91611,53.41157775,2183.713426,0
228,26090.72588,48.07852007,4255.626392,0
970,23066.96468,33.091353,1933.353568,0
368,48463.20455,50.52642975,8120.25809,0
28,45727.45987,55.83992185,6376.822949,0
22,32197.6207,-52.42327992,4244.057136,0
25,65301.98403,48.84092177,5465.267886,0
1038,36845.73868,51.93947954,1790.013566,0
764,65166.97287,25.65628186,8859.087469,1
645,28182.52329,25.52961036,2285.956538,0
677,41736.20154,34.59649188,7602.613055,1
968,65210.8371,27.52843972,12607.95166,1
213,31659.72821,31.92815368,858.511388,0
996,21593.62266,51.54892278,458.0937244,0
1090,28237.51739,50.01555209,2728.189944,0
1869,58503.77101,42.37251293,7050.432526,0
1253,40929.48394,20.25460597,2352.287116,0
1083,27136.6288,18.83362032,2253.190253,0
1113,23057.36392,46.97181129,2487.165182,0
311,41310.40178,53.57694074,4481.162213,0
1842,57745.35888,36.72961032,5540.464047,0
989,39133.89186,21.60323147,433.4584179,0
582,48271.49838,21.66234102,6077.680287,1
444,33572.4235,57.44221936,3369.377023,0
559,24391.75623,47.0350985,2198.144889,0
1255,44743.55163,53.05626193,2574.707756,0
1279,29410.17752,23.49816499,812.3235343,0
1479,68115.98033,37.29177117,7458.559482,0
994,58165.50622,45.72915357,4155.723767,0
1688,36219.77291,56.83890067,4280.794199,0
1784,65680.94802,62.77942662,8838.231305,0
1778,33078.99598,36.32719969,6278.316279,0
1248,31722.73095,34.85181726,2877.756104,0
32,23526.30256,,2862.010139,0
945,66255.02953,28.96002495,7475.212282,0
1965,22800.79677,28.19825664,3740.900936,1
1201,64603.92088,33.06183178,11264.69116,1
280,48436.66463,49.02784977,5851.409789,0
1785,58772.85748,46.50503835,7048.005343,0
277,22767.2642,45.12328068,1205.786013,0
1106,23508.23073,52.64034902,4622.841065,0
1304,53289.06529,47.45984368,8047.140754,0
1721,62096.28261,25.02343215,8034.747774,1
1317,55988.29528,31.08703947,7745.754809,1
758,25921.91253,58.42607932,5104.746789,0
547,53719.65111,42.89010155,1670.737893,0
637,31823.68106,30.98355705,2290.430342,0
457,24114.01226,52.33581555,3900.829601,0
1678,49230.09821,47.84611477,8375.729867,0
348,44897.48837,51.35806105,5732.399032,0
1398,45540.32552,59.31814027,1490.470251,0
796,26542.93109,45.82942652,4233.089586,0
1732,28700.87259,28.79704182,5090.310491,1
735,27952.94598,42.09749811,3965.251974,0
624,24078.0725,38.49162835,3276.139948,0
1220,44405.28066,34.38252406,3917.876098,0
699,42242.48912,34.22076686,2070.379381,0
1905,48031.06741,43.67016376,7826.325909,0
1866,27045.39957,50.22120054,2503.7884,0
1934,47881.956,38.09981235,5575.635648,0
455,54140.42913,30.88889273,7896.223766,1
1847,40719.49032,22.9269144,6415.086244,1
410,46104.59891,51.05635889,2342.472921,0
238,60521.3641,45.42499301,8035.883173,0
75,40526.90279,28.60637596,2119.984911,0
1610,54738.68229,26.77192946,6210.728279,0
1334,51211.65404,45.62856826,4093.360006,0
57,22248.1792,23.44362417,4364.975281,1
1959,48263.00343,28.54960456,7798.793463,1
44,24381.95345,25.25233071,4227.018986,1
1322,36970.36044,33.70459912,1268.506383,0
721,37616.71086,53.44466025,5732.240108,0
121,37369.38206,35.34194884,3783.601151,0
1795,39019.35774,31.79270886,3196.559769,0
1254,31092.26772,43.83220649,5617.993126,0
1362,24061.46316,34.51152011,3980.578783,1
517,66003.95999,33.07351468,11207.49523,1
1405,28423.13147,61.67145866,5282.849182,0
364,40872.63977,54.94806156,5312.491706,0
357,30948.04155,42.7513536,3995.807295,0
659,47526.23413,57.21959192,8957.330544,0
765,58820.38206,30.75231565,530.6578241,0
36,26289.97231,20.66677873,341.146966,0
1084,62724.63612,39.83537661,9255.137755,0
1613,61922.77464,24.808657,1933.08292,0
632,50740.95102,21.72135886,784.5773121,0
893,49664.27072,39.94416069,5571.456364,0
1701,24575.05989,36.69002906,1667.748767,0
1598,33126.13272,50.96395425,4169.992872,0
639,63531.24599,19.32910789,6917.508435,0
1926,45917.60069,45.15712066,8253.273858,0
1011,50206.13372,33.03111152,5826.462898,0
1154,32032.55674,50.11743705,4582.938274,0
698,52299.21808,18.30974563,7880.685807,1
1811,56630.39526,57.97316146,8442.891373,0
636,63585.36459,49.33992697,1594.972682,0
958,41430.85526,33.68956136,5719.278116,1
937,51088.21078,52.08587159,9097.112036,0
824,34222.18775,52.24667845,3582.151364,0
749,69411.79253,47.07372685,12176.78244,0
437,47533.92095,39.95519407,6637.770871,0
343,62113.72957,27.884415,11928.50986,1
1164,30961.16614,32.11428662,162.7955961,0
88,27612.9148,19.21244819,1513.6242,0
263,34414.24034,54.5301724,617.5387522,0
1699,41674.24314,54.65833392,3203.204656,0
527,44619.11149,59.85248724,2474.977159,0
430,41602.43398,25.25986939,7005.079292,1
923,56025.41973,29.39644446,4341.626699,0
799,43937.21904,56.40968222,3213.541963,0
1353,44964.0106,48.41480327,693.2147138,0
342,36366.99041,47.19141009,371.040895,0
1171,45735.45569,52.82103724,2944.537354,0
1987,67994.98847,38.62225938,7289.014109,0
634,38500.00065,53.93069108,7571.682318,0
1857,25252.48774,23.78830375,434.8674516,0
162,62246.72725,31.08188451,406.7207693,0
1944,59792.50859,24.18749914,660.2414526,0
861,27287.07454,18.69579873,4509.881422,1
1792,32203.56694,61.16757056,838.0214411,0
1017,44324.28637,23.18086641,2672.692026,0
1916,48015.55474,28.2417962,54.00824238,0
1552,64675.77948,30.51510922,4628.603003,0
1599,30931.50602,35.88248498,1074.787904,0
292,67879.24802,43.59720866,10433.47435,0
567,52278.765,45.92897162,4269.136035,0
234,34615.54217,25.51438965,6476.760852,1
309,60153.33697,20.30086013,6472.347007,0
51,35975.79493,35.70865177,6610.366179,0
557,26100.85126,62.31916468,960.1372514,0
987,61013.18158,24.70761897,1791.542962,0
351,68744.78865,60.73005586,5207.883117,0
920,28085.4796,45.03212598,4431.280471,0
171,31422.74739,53.89808021,1686.835902,0
47,41896.9716,47.25073103,4892.209734,0
1976,57753.56896,54.23591535,5067.449964,0
1114,42380.99506,35.71681219,6832.684817,0
379,49633.32747,38.98900889,7915.313443,0
1535,38160.1165,31.3281223,3429.901579,0
58,29724.47688,31.9685264,3075.345728,0
1704,50115.0549,26.77897816,3447.002152,0
1993,30803.80616,23.25008412,623.0241528,0
1416,65017.59349,26.91783316,1017.166545,0
468,23743.16077,42.73457772,3254.74895,0
12,59436.84712,60.47193585,9254.244538,0
1473,41101.54295,35.65403369,5240.114373,0
1243,61800.03438,29.66579595,9143.611709,1
1881,48763.68054,28.0602953,8172.052504,1
1954,58780.2335,18.70173368,5029.707636,0
1670,25481.98791,48.36229289,4005.816148,0
1576,54195.01517,39.30174824,6649.801459,0
673,56534.96684,27.80794148,2161.083752,0
1294,52593.51506,19.53498199,811.9078625,0
1608,42108.19992,26.99135128,1020.978164,0
1142,60567.42444,40.04122249,571.9329349,0
1331,25289.60724,21.28056335,2130.793535,0
1744,45215.01469,27.83884812,383.8501673,0
190,56945.81041,45.55402051,6388.369826,0
899,56738.63732,63.37394217,3210.807048,0
1518,49064.28847,43.37234458,5636.35344,0
1484,60040.99384,44.1414116,2659.694541,0
1230,35485.11827,47.38887031,2482.04225,0
1306,57119.73969,22.33448761,10211.72193,1
187,37593.75787,54.01041531,7274.325628,0
147,33551.12437,58.85692749,4333.360862,0
615,21087.35554,49.31063445,3353.693571,0
1028,50632.27924,53.62329948,1262.356066,0
359,43321.68112,32.28625435,743.867141,0
627,36892.71622,54.44842476,6463.647751,0
1607,42749.99032,56.41909458,4626.538637,0
1872,61765.70904,59.95587347,3649.643103,0
1657,61812.90135,52.96198773,3124.312409,0
353,58828.29212,32.40292043,5947.645468,0
1797,43052.96856,31.52685355,488.9372735,0
1389,49294.65931,37.25489393,4574.85478,0
626,41816.65683,48.91721362,4534.575973,0
1512,41049.97459,49.84094132,5890.113644,0
913,36124.71783,25.05472696,6485.05748,1
1408,60842.94116,60.25514261,6608.968795,0
397,23305.77149,28.21752876,4521.004312,1
1061,38042.08416,32.83899402,3495.856306,0
1883,61693.58631,25.68422605,1568.863689,0
658,43414.48789,44.45336282,7170.946724,0
508,50275.89996,41.81982332,5541.821255,0
843,60005.01013,40.19488899,10677.66802,0
514,30044.68352,49.77406378,1428.439625,0
1551,29993.5633,49.05577318,2749.585697,0
948,64983.15424,27.29197161,9109.774342,1
1152,34927.99361,54.15294718,1957.057929,0
208,56676.158,46.67896953,2278.554349,0
393,24217.22876,23.51076748,2104.384323,0
1826,41250.82854,39.07818304,7651.577272,0
60,56577.72286,36.84780068,5947.421721,0
1898,21771.12934,33.68777873,350.4455484,0
670,23298.46675,48.65145986,1741.183919,0
1287,62526.88793,61.05217092,5835.542391,0
1360,22001.31745,31.61728481,2155.812173,0
431,27533.00133,46.76592846,1551.420288,0
145,28982.05815,39.04840987,2898.761824,0
1472,43156.30527,27.84683467,2413.011907,0
1434,28127.50945,41.48682721,3279.557824,0
684,57746.58159,63.62530548,727.194665,0
1496,45898.51352,24.6631496,5617.178645,1
542,65322.80107,41.45419509,2739.71999,0
170,24830.18197,28.97024523,2046.68505,0
1143,22048.89504,53.7982525,4199.024356,0
1554,31702.3343,28.4226721,3587.722389,0
914,57330.61941,44.4456513,1058.039202,0
67,37521.01717,60.54107743,8.012076247,0
492,55377.77303,46.91822152,6882.873416,0
1042,59256.55596,38.57894462,9812.978717,0
1986,22371.52219,39.14222532,2291.856428,0
572,30786.87193,47.06810554,3563.319789,0
1262,67471.1271,26.92335366,4448.412323,0
1354,46081.64555,50.06910454,1487.786041,0
518,56960.67384,25.51799914,4856.483454,0
1973,52389.36685,54.96931281,10398.82059,0
1946,29102.22172,27.1292334,1890.447478,0
258,54418.47099,55.2220663,5630.741221,0
449,30885.6922,55.15075882,5216.354091,0
1222,28612.20306,58.86168988,4948.48807,0
1783,37162.88822,28.87660671,3110.531147,0
1886,51286.6564,45.85982714,1134.234384,0
1021,49517.72233,31.5493175,7337.950431,1
1217,31044.39176,49.93586833,4465.872769,0
827,33093.96186,33.40317391,3852.992444,0
1685,21451.49729,52.18401962,1719.038044,0
151,69579.92921,57.75624316,10868.24147,0
1671,54170.53261,37.44105072,1048.932372,0
1844,51768.00534,30.54451147,6632.036203,1
268,41174.80813,52.33937637,2888.44471,0
1265,55040.75817,52.71448411,8352.061533,0
487,68052.80692,28.75880168,1415.718263,0
1001,50793.35572,41.60188645,421.6403796,0
944,67501.69225,49.63745902,7589.75999,0
556,47586.22771,42.27500753,3343.056276,0
1874,66366.95742,41.57616997,465.0115658,0
718,34336.01759,35.83065171,3441.644524,0
536,62691.70137,25.06437924,8244.7489,1
443,35496.6655,47.00274607,168.0547853,0
1428,46089.14789,63.29653317,1618.218357,0
1382,57457.85794,50.71466253,3608.805202,0
1010,35620.41863,40.82467405,3611.295903,0
217,30515.37212,20.16187772,415.240435,0
1614,58023.72377,42.75183866,2785.779563,0
362,66091.90591,24.2041407,8743.509701,1
568,56015.81322,32.50931024,2275.763425,0
1089,64501.93043,33.3579469,12147.31422,1
1085,32921.84858,43.73305267,2553.212778,0
1653,23881.78651,32.89370972,1190.630105,0
1659,33965.52371,43.91274646,3123.898738,0
262,50514.46963,57.37965014,2003.65357,0
1768,51903.53425,59.76266204,8807.867971,0
890,29468.85918,22.78963669,3703.953047,1
43,62545.70871,49.04043324,4362.905812,0
901,44458.63729,52.08290527,1456.234944,0
424,48270.79624,45.30585103,6232.280399,0
883,33648.73899,60.97094456,1498.161255,0
367,40447.67296,22.49292385,1072.192659,0
864,26617.03032,28.61650924,2727.241681,0
329,36242.44796,39.41547079,5688.994849,0
1402,67839.24446,47.78258022,5609.326602,0
1474,59475.49718,36.73713048,2628.262124,0
1502,51774.05251,47.78184138,1508.761776,0
1461,46893.33671,43.68609808,9131.864419,0
1002,62422.20379,32.14522141,2841.633423,0
1289,30884.05673,31.27786188,4099.902045,1
619,29668.32072,38.6837404,2042.436463,0
419,34332.31526,36.5013709,1225.720223,0
396,67369.33212,57.63423984,2299.418172,0
1623,54609.46518,18.41373634,5618.20457,0
1493,39684.9818,33.62885053,2590.928175,0
593,50414.32032,56.19400321,2468.171999,0
90,33036.68312,25.06336742,958.9798221,0
1823,61129.72316,35.10917797,11302.76769,0
77,40775.8116,60.28875683,1922.610022,0
703,51282.50524,26.55138677,8445.385343,1
1409,36727.746,58.18465417,7287.540764,0
1043,43203.41422,40.90172418,7730.727575,0
1256,60770.22902,33.62672671,2242.82576,0
1854,38561.94404,45.87983104,4831.111171,0
1160,50021.65541,23.81667911,1054.268085,0
1592,43489.82845,51.73379038,6501.041226,0
274,21605.72509,23.2381696,2828.308618,1
591,60496.90792,33.94567162,1115.154587,0
505,35578.23411,42.394597,3640.848886,0
674,36088.93861,41.71775901,6222.415273,0
249,30950.29541,26.31019433,5043.148637,1
1444,63453.22313,23.91570541,10668.36351,1
926,30873.21764,38.95273955,4076.87675,0
1451,39188.94529,22.39910978,3545.162249,0
1735,57341.43277,23.47849796,784.8948568,0
594,67984.04038,27.46528093,1642.969471,0
26,47451.63012,27.03174131,5361.282716,0
595,50382.39977,57.09693649,9183.842295,0
867,35950.48845,35.47184697,2664.925675,0
19,20542.36507,61.69057071,3157.44229,0
1065,36973.08569,38.28030326,4144.448144,0
669,28598.83265,52.53369854,524.2010921,0
1391,68583.04105,57.08784007,2922.288685,0
869,51790.72645,41.15087779,1281.035729,0
1839,39934.06749,31.60796663,184.7443024,0
770,68276.03076,34.51488127,4842.07796,0
146,36221.26601,26.10150042,5094.670084,1
838,24994.7782,34.72335974,51.64026024,0
245,27514.42796,21.8976978,3400.910744,1
787,34247.15902,34.70098954,6458.790585,1
1755,37965.84934,27.8285796,299.0547059,0
318,55858.54924,25.86653378,5630.444972,0
1283,59589.06429,20.60976412,4191.715856,0
1348,66078.76935,45.53632503,3664.621452,0
490,38288.07108,28.73543162,1723.399373,0
1684,29856.48632,18.05587449,4731.816864,1
76,50827.98052,51.01293719,1765.983337,0
237,34862.82129,54.96487331,6040.772062,0
859,65496.76748,61.95993475,11805.55577,0
1892,42994.68224,36.42561073,4453.824617,0
1567,66941.86486,22.54073556,12380.62471,1
1540,36455.48471,35.26034072,2464.162321,0
361,58597.38325,53.28803374,2588.490266,0
633,53096.9914,36.35007538,2663.052609,0
1338,35527.83449,47.44952906,325.1195915,0
1018,34735.49175,62.35895581,1402.217854,0
794,33197.8078,59.48684823,3993.146866,0
1407,25636.33357,55.7820572,1239.688258,0
671,35697.55414,51.38821886,2907.958272,0
976,53746.32658,29.35028859,9534.660206,1
82,45190.72918,53.83952,7893.559889,0
808,67125.64924,36.05850519,7482.067369,0
432,30594.17656,50.0438201,118.3421421,0
1933,60536.91287,32.32617541,3132.551831,0
751,40836.58881,22.16826291,6994.487801,1
140,27089.12432,21.2076896,5029.488782,1
163,40154.68857,60.5296832,6013.152874,0
1922,24454.19062,52.39086216,864.9687379,0
260,28199.60163,36.66870417,3871.688902,0
1627,44896.25649,48.61068103,3787.639141,0
1485,26181.24241,42.66303152,2618.973497,0
1486,61552.21751,61.08761215,4042.539734,0
99,53601.81244,20.24062127,9601.375482,1
1080,39494.76692,28.5471422,3544.156039,0
1435,64029.54348,36.15775109,1644.339177,0
687,45200.9928,43.90542902,7335.962568,0
1033,31187.66993,30.99961612,593.1247798,0
1727,60974.58714,33.89574856,6165.65882,0
378,46328.17192,56.84083064,7879.676208,0
1723,67978.46685,23.45665138,7382.502551,0
1216,32348.45015,59.75238657,3229.820063,0
776,53825.53674,49.71390438,5272.804792,0
1337,66642.00775,56.16766872,4958.067776,0
878,25554.69852,42.79692147,4229.914353,0
27,63287.03891,-36.49697551,9595.286289,0
743,29181.86143,48.24064781,2529.612969,0
1818,33614.49461,46.47308182,4837.787511,0
1121,66068.63504,35.91878387,5626.86934,0
4,42709.5342,45.75197235,6103.64226,0
695,48540.34154,21.23915762,1012.934993,0
1052,65447.61161,39.63135194,3269.534327,0
1668,65913.83201,22.7890518,12972.41836,1
1273,46572.32,59.12164964,721.3416051,0
1310,20583.61217,21.98976744,53.18620734,0
493,54231.70279,21.27421064,10156.14231,1
1144,66733.71025,52.97784361,5366.640793,0
31,48528.8528,,6155.78467,0
1186,41273.7715,32.09039538,3299.885072,0
358,60122.01157,62.90960494,7189.350735,0
1590,49205.6371,24.62202976,3393.856589,0
858,62988.82643,32.47461294,6924.901569,0
1930,27514.08847,36.27868438,192.1446105,0
316,20532.82373,54.62323385,1897.780821,0
1161,64089.13191,37.31044758,6272.78845,0
793,54325.80727,29.63636931,6978.525057,1
1757,36871.06176,46.03436164,792.7110544,0
532,62321.24247,45.8902828,10649.07205,0
737,63546.16476,44.41273214,6170.239116,0
800,49284.81941,51.93972912,493.589997,0
1314,45818.28325,48.45083936,8137.164403,0
1094,57676.73918,20.66561699,10504.66817,1
224,65705.01082,50.92843185,1969.794134,0
494,53283.25871,49.00469291,4065.218795,0
1602,21032.81869,30.08246411,4024.089367,1
1655,32441.65201,58.70955658,840.7142066,0
227,62498.50725,31.9096908,3312.877622,0
1489,23007.38788,48.97252372,2296.795327,0
856,40831.80192,47.1495458,6429.593688,0
733,57405.51493,45.64443499,6914.75154,0
1566,44984.89912,51.74721229,4584.611816,0
79,38789.02939,61.22928543,7650.65521,0
1311,58988.3058,19.9765914,4728.259542,0
1531,41362.50837,44.36380808,607.965612,0
997,49104.76824,35.53851733,9452.217947,0
1202,34667.0204,18.85318928,2827.289402,0
130,39441.44476,46.75389592,1034.758838,0
1370,65435.03538,19.84650416,12727.99755,1
317,33297.21402,46.57996004,3674.74134,0
1454,28630.00951,27.29153003,4406.995056,1
1764,45930.45265,49.99133072,7765.252827,0
